تاریخ و زمان,نوع سنسور,مقدار,واحد
2026-01-30 06:40:00,دما,6.5,°C
2026-01-30 06:40:00,سرعت باد,10.8,km/h
2026-01-30 06:40:00,جهت باد,215.4,degree
2026-01-30 06:40:00,تابش خورشیدی,5,W/m2
2026-01-30 06:40:00,باران,173.8,mm
2026-01-30 06:29:59,سرعت باد,7.3,km/h
2026-01-30 06:29:59,دما,6.5,°C
2026-01-30 06:29:59,فشار هوا,91.5,kPa
2026-01-30 06:29:59,تابش خورشیدی,1,W/m2
2026-01-30 06:29:59,باران,173.8,mm
2026-01-30 06:29:59,جهت باد,189.8,degree
2026-01-30 06:29:59,رطوبت,76.3,%
2026-01-30 06:19:57,سرعت باد,7.7,km/h
2026-01-30 06:19:57,دما,7.2,°C
2026-01-30 06:19:57,تابش خورشیدی,0,W/m2
2026-01-30 06:19:57,باران,173.8,mm
2026-01-30 06:19:57,جهت باد,208.9,degree
2026-01-30 06:19:57,فشار هوا,91.5,kPa
2026-01-30 06:19:57,رطوبت,74.6,%
2026-01-30 06:09:57,تابش خورشیدی,0,W/m2
2026-01-30 06:09:57,فشار هوا,91.5,kPa
2026-01-30 06:09:57,دما,6.5,°C
2026-01-30 06:09:57,باران,173.8,mm
2026-01-30 06:09:57,سرعت باد,2.6,km/h
2026-01-30 06:09:57,جهت باد,340.1,degree
2026-01-30 06:09:57,رطوبت,77,%
2026-01-30 05:59:56,دما,8,°C
2026-01-30 05:59:56,باران,173.8,mm
2026-01-30 05:59:56,سرعت باد,5,km/h
2026-01-30 05:59:56,جهت باد,0.2,degree
2026-01-30 05:59:56,رطوبت,71.1,%
2026-01-30 05:59:56,فشار هوا,91.5,kPa
2026-01-30 05:59:56,تابش خورشیدی,0,W/m2
2026-01-30 05:49:54,تابش خورشیدی,0,W/m2
2026-01-30 05:49:54,دما,7.5,°C
2026-01-30 05:49:54,باران,173.8,mm
2026-01-30 05:49:54,جهت باد,217.4,degree
2026-01-30 05:49:54,سرعت باد,14.3,km/h
2026-01-30 05:49:54,فشار هوا,91.4,kPa
2026-01-30 05:49:54,رطوبت,74.2,%
2026-01-30 05:39:54,تابش خورشیدی,0,W/m2
2026-01-30 05:39:54,فشار هوا,91.5,kPa
2026-01-30 05:39:54,سرعت باد,18.4,km/h
2026-01-30 05:39:54,جهت باد,223.5,degree
2026-01-30 05:39:54,رطوبت,77.4,%
2026-01-30 05:39:54,باران,173.8,mm
2026-01-30 05:39:54,دما,7,°C
2026-01-30 05:29:53,تابش خورشیدی,0,W/m2
2026-01-30 05:29:53,جهت باد,212.8,degree
2026-01-30 05:29:53,باران,173.8,mm
2026-01-30 05:29:53,رطوبت,76.2,%
2026-01-30 05:29:53,فشار هوا,91.5,kPa
2026-01-30 05:29:53,دما,7.2,°C
2026-01-30 05:29:53,سرعت باد,17.1,km/h
2026-01-30 05:19:52,سرعت باد,14.4,km/h
2026-01-30 05:19:52,تابش خورشیدی,0,W/m2
2026-01-30 05:19:52,باران,173.8,mm
2026-01-30 05:19:52,دما,7.1,°C
2026-01-30 05:19:52,جهت باد,173.5,degree
2026-01-30 05:19:52,رطوبت,76.2,%
2026-01-30 05:19:52,فشار هوا,91.4,kPa
2026-01-30 05:09:50,تابش خورشیدی,0,W/m2
2026-01-30 05:09:50,رطوبت,71.6,%
2026-01-30 05:09:50,فشار هوا,91.4,kPa
2026-01-30 05:09:50,دما,7.6,°C
2026-01-30 05:09:50,باران,173.8,mm
2026-01-30 05:09:50,جهت باد,224.1,degree
2026-01-30 05:09:50,سرعت باد,7.9,km/h
2026-01-30 04:59:49,تابش خورشیدی,0,W/m2
2026-01-30 04:59:49,دما,7.3,°C
2026-01-30 04:59:49,رطوبت,74.5,%
2026-01-30 04:59:49,جهت باد,173.6,degree
2026-01-30 04:59:49,باران,173.8,mm
2026-01-30 04:59:49,سرعت باد,10.9,km/h
2026-01-30 04:59:49,فشار هوا,91.4,kPa
2026-01-30 04:49:49,دما,6.5,°C
2026-01-30 04:49:49,سرعت باد,9,km/h
2026-01-30 04:49:49,رطوبت,81.8,%
2026-01-30 04:49:49,باران,173.8,mm
2026-01-30 04:49:49,فشار هوا,91.4,kPa
2026-01-30 04:49:49,تابش خورشیدی,0,W/m2
2026-01-30 04:49:49,جهت باد,59.3,degree
2026-01-30 04:39:48,رطوبت,83.8,%
2026-01-30 04:39:48,تابش خورشیدی,0,W/m2
2026-01-30 04:39:48,باران,173.8,mm
2026-01-30 04:39:48,فشار هوا,91.4,kPa
2026-01-30 04:39:48,دما,5.7,°C
2026-01-30 04:39:48,سرعت باد,4.3,km/h
2026-01-30 04:39:48,جهت باد,48.5,degree
2026-01-30 04:29:47,دما,6.1,°C
2026-01-30 04:29:47,سرعت باد,4,km/h
2026-01-30 04:29:47,فشار هوا,91.4,kPa
2026-01-30 04:29:47,جهت باد,138.7,degree
2026-01-30 04:29:47,رطوبت,82.7,%
2026-01-30 04:29:47,تابش خورشیدی,0,W/m2
2026-01-30 04:29:47,باران,173.8,mm
2026-01-30 04:19:47,باران,173.8,mm
2026-01-30 04:19:47,سرعت باد,3.2,km/h
2026-01-30 04:19:47,تابش خورشیدی,0,W/m2
2026-01-30 04:19:47,رطوبت,80.9,%
2026-01-30 04:19:47,جهت باد,148.3,degree
2026-01-30 04:19:47,فشار هوا,91.4,kPa
2026-01-30 04:19:47,دما,6.4,°C
2026-01-30 04:09:45,رطوبت,79.5,%
2026-01-30 04:09:45,تابش خورشیدی,0,W/m2
2026-01-30 04:09:45,جهت باد,213.3,degree
2026-01-30 04:09:45,فشار هوا,91.3,kPa
2026-01-30 04:09:45,سرعت باد,13.5,km/h
2026-01-30 04:09:45,دما,6.6,°C
2026-01-30 04:09:45,باران,173.8,mm
2026-01-30 03:59:44,رطوبت,79.6,%
2026-01-30 03:59:44,جهت باد,218,degree
2026-01-30 03:59:44,باران,173.8,mm
2026-01-30 03:59:44,سرعت باد,24.4,km/h
2026-01-30 03:59:44,فشار هوا,91.3,kPa
2026-01-30 03:59:44,دما,6.6,°C
2026-01-30 03:59:44,تابش خورشیدی,0,W/m2
2026-01-30 03:49:42,سرعت باد,18.8,km/h
2026-01-30 03:49:42,رطوبت,81.6,%
2026-01-30 03:49:42,دما,6.2,°C
2026-01-30 03:49:42,تابش خورشیدی,0,W/m2
2026-01-30 03:49:42,جهت باد,212.9,degree
2026-01-30 03:49:42,فشار هوا,91.3,kPa
2026-01-30 03:49:42,باران,173.8,mm
2026-01-30 03:39:42,جهت باد,216.9,degree
2026-01-30 03:39:42,باران,173.8,mm
2026-01-30 03:39:42,سرعت باد,16.8,km/h
2026-01-30 03:39:42,تابش خورشیدی,0,W/m2
2026-01-30 03:39:42,دما,5.8,°C
2026-01-30 03:39:42,فشار هوا,91.4,kPa
2026-01-30 03:39:42,رطوبت,83.6,%
2026-01-30 03:29:41,سرعت باد,6.4,km/h
2026-01-30 03:29:41,تابش خورشیدی,0,W/m2
2026-01-30 03:29:41,رطوبت,84.1,%
2026-01-30 03:29:41,جهت باد,233.7,degree
2026-01-30 03:29:41,فشار هوا,91.4,kPa
2026-01-30 03:29:41,باران,173.8,mm
2026-01-30 03:29:41,دما,5.6,°C
2026-01-30 03:19:40,تابش خورشیدی,0,W/m2
2026-01-30 03:19:40,جهت باد,214.2,degree
2026-01-30 03:19:40,باران,173.8,mm
2026-01-30 03:19:40,سرعت باد,10.8,km/h
2026-01-30 03:19:40,دما,5.8,°C
2026-01-30 03:19:40,فشار هوا,91.4,kPa
2026-01-30 03:19:40,رطوبت,81.9,%
2026-01-30 03:09:38,دما,5.9,°C
2026-01-30 03:09:38,تابش خورشیدی,0,W/m2
2026-01-30 03:09:38,جهت باد,214,degree
2026-01-30 03:09:38,رطوبت,81,%
2026-01-30 03:09:38,باران,173.8,mm
2026-01-30 03:09:38,سرعت باد,12.2,km/h
2026-01-30 03:09:38,فشار هوا,91.4,kPa
2026-01-30 02:59:38,سرعت باد,8,km/h
2026-01-30 02:59:38,باران,173.8,mm
2026-01-30 02:59:38,رطوبت,82.1,%
2026-01-30 02:59:38,فشار هوا,91.4,kPa
2026-01-30 02:59:38,جهت باد,235,degree
2026-01-30 02:59:38,تابش خورشیدی,0,W/m2
2026-01-30 02:59:38,دما,5.7,°C
2026-01-30 02:49:37,رطوبت,85.3,%
2026-01-30 02:49:37,فشار هوا,91.4,kPa
2026-01-30 02:49:37,دما,5.2,°C
2026-01-30 02:49:37,جهت باد,220.4,degree
2026-01-30 02:49:37,تابش خورشیدی,0,W/m2
2026-01-30 02:49:37,سرعت باد,12.6,km/h
2026-01-30 02:49:37,باران,173.8,mm
2026-01-30 02:39:35,دما,4.9,°C
2026-01-30 02:39:35,رطوبت,85.1,%
2026-01-30 02:39:35,باران,173.8,mm
2026-01-30 02:39:35,فشار هوا,91.4,kPa
2026-01-30 02:39:35,تابش خورشیدی,0,W/m2
2026-01-30 02:39:35,جهت باد,224.2,degree
2026-01-30 02:39:35,سرعت باد,6.2,km/h
2026-01-30 02:29:35,دما,5.2,°C
2026-01-30 02:29:35,تابش خورشیدی,0,W/m2
2026-01-30 02:29:35,سرعت باد,8.6,km/h
2026-01-30 02:29:35,رطوبت,83.6,%
2026-01-30 02:29:35,جهت باد,210.4,degree
2026-01-30 02:29:35,باران,173.8,mm
2026-01-30 02:29:35,فشار هوا,91.3,kPa
2026-01-30 02:19:34,دما,5.5,°C
2026-01-30 02:19:34,فشار هوا,91.3,kPa
2026-01-30 02:19:34,تابش خورشیدی,0,W/m2
2026-01-30 02:19:34,رطوبت,82.3,%
2026-01-30 02:19:34,جهت باد,215.8,degree
2026-01-30 02:19:34,سرعت باد,11.3,km/h
2026-01-30 02:19:34,باران,173.8,mm
2026-01-30 02:09:36,تابش خورشیدی,0,W/m2
2026-01-30 02:09:36,جهت باد,218.5,degree
2026-01-30 02:09:36,فشار هوا,91.3,kPa
2026-01-30 02:09:36,سرعت باد,11.7,km/h
2026-01-30 02:09:36,باران,173.8,mm
2026-01-30 02:09:36,رطوبت,80.6,%
2026-01-30 02:09:36,دما,5.9,°C
2026-01-30 01:59:42,فشار هوا,91.4,kPa
2026-01-30 01:59:42,جهت باد,223.2,degree
2026-01-30 01:59:42,تابش خورشیدی,0,W/m2
2026-01-30 01:59:42,باران,173.8,mm
2026-01-30 01:59:42,رطوبت,82.2,%
2026-01-30 01:59:42,سرعت باد,11.4,km/h
2026-01-30 01:59:42,دما,5.7,°C
2026-01-30 01:49:30,دما,5.8,°C
2026-01-30 01:49:30,جهت باد,217.1,degree
2026-01-30 01:49:30,سرعت باد,12.8,km/h
2026-01-30 01:49:30,فشار هوا,91.4,kPa
2026-01-30 01:49:30,باران,173.8,mm
2026-01-30 01:49:30,تابش خورشیدی,0,W/m2
2026-01-30 01:49:30,رطوبت,81.9,%
2026-01-30 01:39:33,دما,5.8,°C
2026-01-30 01:39:33,تابش خورشیدی,0,W/m2
2026-01-30 01:39:33,باران,173.8,mm
2026-01-30 01:39:33,جهت باد,209.9,degree
2026-01-30 01:39:33,سرعت باد,13.6,km/h
2026-01-30 01:39:33,فشار هوا,91.4,kPa
2026-01-30 01:39:33,رطوبت,82.3,%
2026-01-30 01:29:33,جهت باد,276.6,degree
2026-01-30 01:29:33,تابش خورشیدی,0,W/m2
2026-01-30 01:29:33,سرعت باد,7.4,km/h
2026-01-30 01:29:33,فشار هوا,91.4,kPa
2026-01-30 01:29:33,دما,5.7,°C
2026-01-30 01:29:33,رطوبت,87.3,%
2026-01-30 01:29:33,باران,173.8,mm
2026-01-30 01:19:28,رطوبت,87.6,%
2026-01-30 01:19:28,باران,173.8,mm
2026-01-30 01:19:28,تابش خورشیدی,0,W/m2
2026-01-30 01:19:28,فشار هوا,91.4,kPa
2026-01-30 01:19:28,جهت باد,257.1,degree
2026-01-30 01:19:28,دما,5.5,°C
2026-01-30 01:19:28,سرعت باد,1.6,km/h
2026-01-30 01:09:27,تابش خورشیدی,0,W/m2
2026-01-30 01:09:27,رطوبت,87.9,%
2026-01-30 01:09:27,فشار هوا,91.4,kPa
2026-01-30 01:09:27,دما,5.5,°C
2026-01-30 01:09:27,باران,173.8,mm
2026-01-30 01:09:27,سرعت باد,10.5,km/h
2026-01-30 01:09:27,جهت باد,198.6,degree
2026-01-30 00:59:25,رطوبت,87.7,%
2026-01-30 00:59:25,باران,173.8,mm
2026-01-30 00:59:25,دما,5.7,°C
2026-01-30 00:59:25,جهت باد,198.8,degree
2026-01-30 00:59:25,تابش خورشیدی,0,W/m2
2026-01-30 00:59:25,سرعت باد,9.3,km/h
2026-01-30 00:59:25,فشار هوا,91.4,kPa
2026-01-30 00:49:25,تابش خورشیدی,0,W/m2
2026-01-30 00:49:25,فشار هوا,91.4,kPa
2026-01-30 00:49:25,جهت باد,197.1,degree
2026-01-30 00:49:25,باران,173.8,mm
2026-01-30 00:49:25,رطوبت,88,%
2026-01-30 00:49:25,سرعت باد,10.2,km/h
2026-01-30 00:49:25,دما,5.9,°C
2026-01-30 00:39:24,جهت باد,198.4,degree
2026-01-30 00:39:24,دما,6,°C
2026-01-30 00:39:24,فشار هوا,91.4,kPa
2026-01-30 00:39:24,سرعت باد,10,km/h
2026-01-30 00:39:24,رطوبت,88.1,%
2026-01-30 00:39:24,باران,173.8,mm
2026-01-30 00:39:24,تابش خورشیدی,0,W/m2
2026-01-30 00:29:23,دما,6.2,°C
2026-01-30 00:29:23,رطوبت,87.2,%
2026-01-30 00:29:23,باران,173.8,mm
2026-01-30 00:29:23,تابش خورشیدی,0,W/m2
2026-01-30 00:29:23,فشار هوا,91.4,kPa
2026-01-30 00:29:23,جهت باد,205.8,degree
2026-01-30 00:29:23,سرعت باد,7.6,km/h
2026-01-30 00:19:25,رطوبت,86.3,%
2026-01-30 00:19:25,باران,173.8,mm
2026-01-30 00:19:25,تابش خورشیدی,0,W/m2
2026-01-30 00:19:25,جهت باد,202.4,degree
2026-01-30 00:19:25,فشار هوا,91.4,kPa
2026-01-30 00:19:25,دما,6.5,°C
2026-01-30 00:19:25,سرعت باد,11.3,km/h
2026-01-30 00:09:21,فشار هوا,91.4,kPa
2026-01-30 00:09:21,باران,173.8,mm
2026-01-30 00:09:21,دما,6.5,°C
2026-01-30 00:09:21,سرعت باد,14.3,km/h
2026-01-30 00:09:21,جهت باد,195.1,degree
2026-01-30 00:09:21,رطوبت,85.4,%
2026-01-30 00:09:21,تابش خورشیدی,0,W/m2
2026-01-29 23:59:24,سرعت باد,13.8,km/h
2026-01-29 23:59:24,جهت باد,192.3,degree
2026-01-29 23:59:24,باران,173.8,mm
2026-01-29 23:59:24,فشار هوا,91.4,kPa
2026-01-29 23:59:24,تابش خورشیدی,0,W/m2
2026-01-29 23:59:24,دما,6.8,°C
2026-01-29 23:59:24,رطوبت,83.8,%
2026-01-29 23:49:30,تابش خورشیدی,0,W/m2
2026-01-29 23:49:30,رطوبت,82.8,%
2026-01-29 23:49:30,سرعت باد,17.4,km/h
2026-01-29 23:49:30,باران,173.8,mm
2026-01-29 23:49:30,جهت باد,205.5,degree
2026-01-29 23:49:30,فشار هوا,91.4,kPa
2026-01-29 23:49:30,دما,7.1,°C
2026-01-29 23:39:29,فشار هوا,91.4,kPa
2026-01-29 23:39:29,تابش خورشیدی,0,W/m2
2026-01-29 23:39:29,دما,7.2,°C
2026-01-29 23:39:29,سرعت باد,23.9,km/h
2026-01-29 23:39:29,جهت باد,197,degree
2026-01-29 23:39:29,رطوبت,81.7,%
2026-01-29 23:39:29,باران,173.8,mm
2026-01-29 23:29:19,باران,173.8,mm
2026-01-29 23:29:19,تابش خورشیدی,0,W/m2
2026-01-29 23:29:19,سرعت باد,21.6,km/h
2026-01-29 23:29:19,دما,7.3,°C
2026-01-29 23:29:19,جهت باد,189.5,degree
2026-01-29 23:29:19,فشار هوا,91.4,kPa
2026-01-29 23:29:19,رطوبت,81.7,%
2026-01-29 23:19:25,رطوبت,82.2,%
2026-01-29 23:19:25,باران,173.8,mm
2026-01-29 23:19:25,تابش خورشیدی,0,W/m2
2026-01-29 23:19:25,فشار هوا,91.4,kPa
2026-01-29 23:19:25,جهت باد,194.2,degree
2026-01-29 23:19:25,دما,7.4,°C
2026-01-29 23:19:25,سرعت باد,18.3,km/h
2026-01-29 23:09:18,باران,173.8,mm
2026-01-29 23:09:18,رطوبت,84,%
2026-01-29 23:09:18,جهت باد,189.5,degree
2026-01-29 23:09:18,تابش خورشیدی,0,W/m2
2026-01-29 23:09:18,سرعت باد,16.3,km/h
2026-01-29 23:09:18,دما,7.3,°C
2026-01-29 23:09:18,فشار هوا,91.4,kPa
2026-01-29 22:59:12,دما,7.2,°C
2026-01-29 22:59:12,جهت باد,187.3,degree
2026-01-29 22:59:12,باران,173.8,mm
2026-01-29 22:59:12,سرعت باد,16.8,km/h
2026-01-29 22:59:12,تابش خورشیدی,0,W/m2
2026-01-29 22:59:12,رطوبت,85.7,%
2026-01-29 22:59:12,فشار هوا,91.4,kPa
2026-01-29 22:49:12,باران,173.8,mm
2026-01-29 22:49:12,فشار هوا,91.4,kPa
2026-01-29 22:49:12,دما,7.1,°C
2026-01-29 22:49:12,سرعت باد,12.1,km/h
2026-01-29 22:49:12,جهت باد,186.8,degree
2026-01-29 22:49:12,رطوبت,86.7,%
2026-01-29 22:49:12,تابش خورشیدی,0,W/m2
2026-01-29 22:39:11,رطوبت,87.7,%
2026-01-29 22:39:11,باران,173.8,mm
2026-01-29 22:39:11,فشار هوا,91.4,kPa
2026-01-29 22:39:11,تابش خورشیدی,0,W/m2
2026-01-29 22:39:11,سرعت باد,12.7,km/h
2026-01-29 22:39:11,جهت باد,198.1,degree
2026-01-29 22:39:11,دما,7.1,°C
2026-01-29 22:29:13,جهت باد,180.2,degree
2026-01-29 22:29:13,رطوبت,88.8,%
2026-01-29 22:29:13,دما,7,°C
2026-01-29 22:29:13,سرعت باد,10.5,km/h
2026-01-29 22:29:13,تابش خورشیدی,0,W/m2
2026-01-29 22:29:13,فشار هوا,91.4,kPa
2026-01-29 22:29:13,باران,173.6,mm
2026-01-29 22:19:19,سرعت باد,7.5,km/h
2026-01-29 22:19:19,تابش خورشیدی,0,W/m2
2026-01-29 22:19:19,رطوبت,88.7,%
2026-01-29 22:19:19,دما,6.9,°C
2026-01-29 22:19:19,جهت باد,189.2,degree
2026-01-29 22:19:19,فشار هوا,91.4,kPa
2026-01-29 22:19:19,باران,173.6,mm
2026-01-29 22:09:08,سرعت باد,9.4,km/h
2026-01-29 22:09:08,تابش خورشیدی,0,W/m2
2026-01-29 22:09:08,جهت باد,184.2,degree
2026-01-29 22:09:08,رطوبت,88.2,%
2026-01-29 22:09:08,دما,7,°C
2026-01-29 22:09:08,فشار هوا,91.5,kPa
2026-01-29 22:09:08,باران,173.6,mm
2026-01-29 21:59:07,رطوبت,88.6,%
2026-01-29 21:59:07,دما,7.1,°C
2026-01-29 21:59:07,فشار هوا,91.5,kPa
2026-01-29 21:59:07,جهت باد,204.5,degree
2026-01-29 21:59:07,باران,173.6,mm
2026-01-29 21:59:07,تابش خورشیدی,0,W/m2
2026-01-29 21:59:07,سرعت باد,10.5,km/h
2026-01-29 21:49:10,فشار هوا,91.5,kPa
2026-01-29 21:49:10,تابش خورشیدی,0,W/m2
2026-01-29 21:49:10,سرعت باد,12.9,km/h
2026-01-29 21:49:10,دما,7,°C
2026-01-29 21:49:10,جهت باد,195.4,degree
2026-01-29 21:49:10,رطوبت,89,%
2026-01-29 21:49:10,باران,173.6,mm
2026-01-29 21:39:08,تابش خورشیدی,0,W/m2
2026-01-29 21:39:08,باران,173.4,mm
2026-01-29 21:39:08,فشار هوا,91.5,kPa
2026-01-29 21:39:08,رطوبت,89.4,%
2026-01-29 21:39:08,سرعت باد,14.6,km/h
2026-01-29 21:39:08,دما,7,°C
2026-01-29 21:39:08,جهت باد,192.6,degree
2026-01-29 21:29:04,باران,173.4,mm
2026-01-29 21:29:04,تابش خورشیدی,0,W/m2
2026-01-29 21:29:04,فشار هوا,91.5,kPa
2026-01-29 21:29:04,سرعت باد,18.7,km/h
2026-01-29 21:29:04,جهت باد,195.1,degree
2026-01-29 21:29:04,دما,7.1,°C
2026-01-29 21:29:04,رطوبت,89.7,%
2026-01-29 21:19:03,باران,173.2,mm
2026-01-29 21:19:03,جهت باد,202.9,degree
2026-01-29 21:19:03,سرعت باد,18.9,km/h
2026-01-29 21:19:03,رطوبت,89.9,%
2026-01-29 21:19:03,فشار هوا,91.5,kPa
2026-01-29 21:19:03,تابش خورشیدی,0,W/m2
2026-01-29 21:19:03,دما,7,°C
2026-01-29 21:09:12,باران,173.2,mm
2026-01-29 21:09:12,سرعت باد,12.7,km/h
2026-01-29 21:09:12,دما,7.1,°C
2026-01-29 21:09:12,تابش خورشیدی,0,W/m2
2026-01-29 21:09:12,فشار هوا,91.5,kPa
2026-01-29 21:09:12,جهت باد,204.2,degree
2026-01-29 21:09:12,رطوبت,90.4,%
2026-01-29 20:59:01,دما,6.9,°C
2026-01-29 20:59:01,سرعت باد,19.2,km/h
2026-01-29 20:59:01,تابش خورشیدی,0,W/m2
2026-01-29 20:59:01,باران,173.2,mm
2026-01-29 20:59:01,فشار هوا,91.5,kPa
2026-01-29 20:59:01,رطوبت,90.8,%
2026-01-29 20:59:01,جهت باد,191,degree
2026-01-29 20:48:59,فشار هوا,91.5,kPa
2026-01-29 20:48:59,باران,173,mm
2026-01-29 20:48:59,سرعت باد,13.5,km/h
2026-01-29 20:48:59,دما,7,°C
2026-01-29 20:48:59,جهت باد,186.1,degree
2026-01-29 20:48:59,رطوبت,90.9,%
2026-01-29 20:48:59,تابش خورشیدی,0,W/m2
2026-01-29 20:39:03,فشار هوا,91.6,kPa
2026-01-29 20:39:03,سرعت باد,10.5,km/h
2026-01-29 20:39:03,تابش خورشیدی,0,W/m2
2026-01-29 20:39:03,جهت باد,181.3,degree
2026-01-29 20:39:03,باران,173,mm
2026-01-29 20:39:03,رطوبت,90.7,%
2026-01-29 20:39:03,دما,7,°C
2026-01-29 20:29:10,جهت باد,186.8,degree
2026-01-29 20:29:10,فشار هوا,91.6,kPa
2026-01-29 20:29:10,رطوبت,90.7,%
2026-01-29 20:29:10,تابش خورشیدی,0,W/m2
2026-01-29 20:29:10,باران,172.8,mm
2026-01-29 20:29:10,دما,7,°C
2026-01-29 20:29:10,سرعت باد,12.9,km/h
2026-01-29 20:18:57,جهت باد,188.1,degree
2026-01-29 20:18:57,فشار هوا,91.6,kPa
2026-01-29 20:18:57,باران,172.8,mm
2026-01-29 20:18:57,سرعت باد,12.4,km/h
2026-01-29 20:18:57,تابش خورشیدی,0,W/m2
2026-01-29 20:18:57,رطوبت,90.3,%
2026-01-29 20:18:57,دما,7,°C
2026-01-29 20:08:58,دما,7.1,°C
2026-01-29 20:08:58,فشار هوا,91.6,kPa
2026-01-29 20:08:58,رطوبت,89.7,%
2026-01-29 20:08:58,تابش خورشیدی,0,W/m2
2026-01-29 20:08:58,جهت باد,177,degree
2026-01-29 20:08:58,باران,172.4,mm
2026-01-29 20:08:58,سرعت باد,9.4,km/h
2026-01-29 19:58:58,سرعت باد,13.1,km/h
2026-01-29 19:58:58,دما,7,°C
2026-01-29 19:58:58,رطوبت,89.4,%
2026-01-29 19:58:58,تابش خورشیدی,0,W/m2
2026-01-29 19:58:58,فشار هوا,91.6,kPa
2026-01-29 19:58:58,باران,171.8,mm
2026-01-29 19:58:58,جهت باد,170.5,degree
2026-01-29 19:38:53,تابش خورشیدی,0,W/m2
2026-01-29 19:38:53,باران,171.2,mm
2026-01-29 19:38:53,دما,7.1,°C
2026-01-29 19:38:53,فشار هوا,91.5,kPa
2026-01-29 19:38:53,سرعت باد,13.8,km/h
2026-01-29 19:38:53,رطوبت,87.5,%
2026-01-29 19:38:53,جهت باد,177,degree
2026-01-29 19:28:54,رطوبت,85.6,%
2026-01-29 19:28:54,سرعت باد,13.3,km/h
2026-01-29 19:28:54,باران,171,mm
2026-01-29 19:28:54,دما,7.2,°C
2026-01-29 19:28:54,جهت باد,168.3,degree
2026-01-29 19:28:54,تابش خورشیدی,0,W/m2
2026-01-29 19:28:54,فشار هوا,91.5,kPa
2026-01-29 19:18:54,سرعت باد,16.9,km/h
2026-01-29 19:18:54,دما,7.4,°C
2026-01-29 19:18:54,رطوبت,83.1,%
2026-01-29 19:18:54,فشار هوا,91.5,kPa
2026-01-29 19:18:54,تابش خورشیدی,0,W/m2
2026-01-29 19:18:54,جهت باد,179.9,degree
2026-01-29 19:18:54,باران,171,mm
2026-01-29 19:08:54,جهت باد,178,degree
2026-01-29 19:08:54,فشار هوا,91.5,kPa
2026-01-29 19:08:54,باران,171,mm
2026-01-29 19:08:54,رطوبت,79.7,%
2026-01-29 19:08:54,تابش خورشیدی,0,W/m2
2026-01-29 19:08:54,سرعت باد,20.8,km/h
2026-01-29 19:08:54,دما,7.7,°C
2026-01-29 18:58:50,باران,171,mm
2026-01-29 18:58:50,سرعت باد,25.6,km/h
2026-01-29 18:58:50,فشار هوا,91.5,kPa
2026-01-29 18:58:50,رطوبت,75.5,%
2026-01-29 18:58:50,تابش خورشیدی,0,W/m2
2026-01-29 18:58:50,جهت باد,182.4,degree
2026-01-29 18:58:50,دما,8.2,°C
2026-01-29 18:48:48,جهت باد,185.5,degree
2026-01-29 18:48:48,رطوبت,70.6,%
2026-01-29 18:48:48,دما,8.6,°C
2026-01-29 18:48:48,فشار هوا,91.6,kPa
2026-01-29 18:48:48,باران,171,mm
2026-01-29 18:48:48,تابش خورشیدی,0,W/m2
2026-01-29 18:48:48,سرعت باد,25.1,km/h
2026-01-29 18:38:47,دما,8.9,°C
2026-01-29 18:38:47,جهت باد,185.2,degree
2026-01-29 18:38:47,سرعت باد,25.5,km/h
2026-01-29 18:38:47,رطوبت,68.1,%
2026-01-29 18:38:47,تابش خورشیدی,0,W/m2
2026-01-29 18:38:47,باران,171,mm
2026-01-29 18:38:47,فشار هوا,91.7,kPa
2026-01-29 18:29:08,رطوبت,65.5,%
2026-01-29 18:29:08,تابش خورشیدی,0,W/m2
2026-01-29 18:29:08,فشار هوا,91.7,kPa
2026-01-29 18:29:08,سرعت باد,21.3,km/h
2026-01-29 18:29:08,باران,171,mm
2026-01-29 18:29:08,دما,9.2,°C
2026-01-29 18:29:08,جهت باد,181.1,degree
2026-01-29 18:29:05,رطوبت,65.5,%
2026-01-29 18:29:05,دما,9.2,°C
2026-01-29 18:29:05,فشار هوا,91.7,kPa
2026-01-29 18:29:05,جهت باد,181.1,degree
2026-01-29 18:29:05,باران,171,mm
2026-01-29 18:29:05,سرعت باد,21.3,km/h
2026-01-29 18:29:05,تابش خورشیدی,0,W/m2
2026-01-29 18:18:40,دما,9.4,°C
2026-01-29 18:18:40,تابش خورشیدی,0,W/m2
2026-01-29 18:18:40,باران,171,mm
2026-01-29 18:18:40,فشار هوا,91.7,kPa
2026-01-29 18:18:40,رطوبت,63.6,%
2026-01-29 18:18:40,سرعت باد,21.5,km/h
2026-01-29 18:18:40,جهت باد,188.8,degree
2026-01-29 18:08:51,باران,171,mm
2026-01-29 18:08:51,سرعت باد,17.5,km/h
2026-01-29 18:08:51,فشار هوا,91.7,kPa
2026-01-29 18:08:51,دما,9.2,°C
2026-01-29 18:08:51,رطوبت,61.4,%
2026-01-29 18:08:51,تابش خورشیدی,0,W/m2
2026-01-29 18:08:51,جهت باد,177.7,degree
2026-01-29 17:58:38,تابش خورشیدی,0,W/m2
2026-01-29 17:58:38,رطوبت,61,%
2026-01-29 17:58:38,فشار هوا,91.7,kPa
2026-01-29 17:58:38,باران,171,mm
2026-01-29 17:58:38,سرعت باد,6.2,km/h
2026-01-29 17:58:38,دما,9.2,°C
2026-01-29 17:58:38,جهت باد,187.2,degree
2026-01-29 17:48:37,رطوبت,59.7,%
