تاریخ و زمان,نوع سنسور,مقدار,واحد
2026-03-06 11:09:43,فشار هوا,92.5,kPa
2026-03-06 11:09:43,رطوبت,59.3,%
2026-03-06 11:09:43,تابش خورشیدی,546,W/m2
2026-03-06 11:09:43,سرعت باد,6.9,km/h
2026-03-06 11:09:43,دما,12.8,°C
2026-03-06 11:09:43,جهت باد,308.9,degree
2026-03-06 11:09:43,باران,282.6,mm
2026-03-06 10:59:42,سرعت باد,4.9,km/h
2026-03-06 10:59:42,رطوبت,59,%
2026-03-06 10:59:42,جهت باد,54.6,degree
2026-03-06 10:59:42,فشار هوا,92.5,kPa
2026-03-06 10:59:42,باران,282.6,mm
2026-03-06 10:59:42,تابش خورشیدی,592,W/m2
2026-03-06 10:59:42,دما,12.3,°C
2026-03-06 10:49:41,جهت باد,307.1,degree
2026-03-06 10:49:41,رطوبت,60.1,%
2026-03-06 10:49:41,باران,282.6,mm
2026-03-06 10:49:41,دما,12,°C
2026-03-06 10:49:41,تابش خورشیدی,652,W/m2
2026-03-06 10:49:41,فشار هوا,92.5,kPa
2026-03-06 10:49:41,سرعت باد,9.6,km/h
2026-03-06 10:39:40,باران,282.6,mm
2026-03-06 10:39:40,رطوبت,61.3,%
2026-03-06 10:39:40,جهت باد,17.9,degree
2026-03-06 10:39:40,تابش خورشیدی,612,W/m2
2026-03-06 10:39:40,سرعت باد,2.9,km/h
2026-03-06 10:39:40,فشار هوا,92.5,kPa
2026-03-06 10:39:40,دما,11.5,°C
2026-03-06 10:29:39,سرعت باد,4.9,km/h
2026-03-06 10:29:39,جهت باد,307.9,degree
2026-03-06 10:29:39,رطوبت,63.1,%
2026-03-06 10:29:39,تابش خورشیدی,622,W/m2
2026-03-06 10:29:39,دما,11.1,°C
2026-03-06 10:29:39,فشار هوا,92.5,kPa
2026-03-06 10:29:39,باران,282.6,mm
2026-03-06 10:19:38,دما,10.8,°C
2026-03-06 10:19:38,سرعت باد,5.4,km/h
2026-03-06 10:19:38,فشار هوا,92.5,kPa
2026-03-06 10:19:38,باران,282.6,mm
2026-03-06 10:19:38,تابش خورشیدی,613,W/m2
2026-03-06 10:19:38,جهت باد,57.6,degree
2026-03-06 10:19:38,رطوبت,64.9,%
2026-03-06 10:09:37,رطوبت,65.8,%
2026-03-06 10:09:37,فشار هوا,92.5,kPa
2026-03-06 10:09:37,باران,282.6,mm
2026-03-06 10:09:37,تابش خورشیدی,253,W/m2
2026-03-06 10:09:37,سرعت باد,2.5,km/h
2026-03-06 10:09:37,دما,10.4,°C
2026-03-06 10:09:37,جهت باد,297.9,degree
2026-03-06 09:59:36,جهت باد,317.2,degree
2026-03-06 09:59:36,دما,9.5,°C
2026-03-06 09:59:36,رطوبت,68.3,%
2026-03-06 09:59:36,باران,282.6,mm
2026-03-06 09:59:36,فشار هوا,92.5,kPa
2026-03-06 09:59:36,سرعت باد,9.4,km/h
2026-03-06 09:59:36,تابش خورشیدی,389,W/m2
2026-03-06 09:49:35,جهت باد,9.1,degree
2026-03-06 09:49:35,فشار هوا,92.4,kPa
2026-03-06 09:49:35,تابش خورشیدی,196,W/m2
2026-03-06 09:49:35,سرعت باد,4.7,km/h
2026-03-06 09:49:35,رطوبت,69.6,%
2026-03-06 09:49:35,دما,8.9,°C
2026-03-06 09:49:35,باران,282.6,mm
2026-03-06 09:39:34,دما,8.6,°C
2026-03-06 09:39:34,جهت باد,100.1,degree
2026-03-06 09:39:34,فشار هوا,92.4,kPa
2026-03-06 09:39:34,باران,282.6,mm
2026-03-06 09:39:34,رطوبت,70.7,%
2026-03-06 09:39:34,سرعت باد,4.6,km/h
2026-03-06 09:39:34,تابش خورشیدی,188,W/m2
2026-03-06 09:29:33,تابش خورشیدی,544,W/m2
2026-03-06 09:29:33,جهت باد,340.2,degree
2026-03-06 09:29:33,دما,8.6,°C
2026-03-06 09:29:33,رطوبت,71.6,%
2026-03-06 09:29:33,سرعت باد,4,km/h
2026-03-06 09:29:33,باران,282.6,mm
2026-03-06 09:29:33,فشار هوا,92.4,kPa
2026-03-06 09:19:32,سرعت باد,2.7,km/h
2026-03-06 09:19:32,دما,7.9,°C
2026-03-06 09:19:32,باران,282.6,mm
2026-03-06 09:19:32,فشار هوا,92.3,kPa
2026-03-06 09:19:32,تابش خورشیدی,201,W/m2
2026-03-06 09:19:32,جهت باد,51.3,degree
2026-03-06 09:19:32,رطوبت,73.6,%
2026-03-06 09:09:31,باران,282.6,mm
2026-03-06 09:09:31,جهت باد,183,degree
2026-03-06 09:09:31,دما,7.9,°C
2026-03-06 09:09:31,سرعت باد,0.9,km/h
2026-03-06 09:09:31,رطوبت,72.9,%
2026-03-06 09:09:31,فشار هوا,92,kPa
2026-03-06 09:09:31,تابش خورشیدی,208,W/m2
2026-03-06 08:59:31,تابش خورشیدی,232,W/m2
2026-03-06 08:59:31,رطوبت,74.6,%
2026-03-06 08:59:31,جهت باد,3.7,degree
2026-03-06 08:59:31,باران,282.6,mm
2026-03-06 08:59:31,دما,7.8,°C
2026-03-06 08:59:31,فشار هوا,92,kPa
2026-03-06 08:59:31,سرعت باد,0.7,km/h
2026-03-06 08:49:29,جهت باد,78.3,degree
2026-03-06 08:49:29,باران,282.6,mm
2026-03-06 08:49:29,دما,7.4,°C
2026-03-06 08:49:29,سرعت باد,1.2,km/h
2026-03-06 08:49:29,فشار هوا,92,kPa
2026-03-06 08:49:29,تابش خورشیدی,171,W/m2
2026-03-06 08:49:29,رطوبت,76.3,%
2026-03-06 08:39:28,جهت باد,59.7,degree
2026-03-06 08:39:28,رطوبت,77.3,%
2026-03-06 08:39:28,دما,7.3,°C
2026-03-06 08:39:28,تابش خورشیدی,214,W/m2
2026-03-06 08:39:28,باران,282.6,mm
2026-03-06 08:39:28,فشار هوا,92,kPa
2026-03-06 08:39:28,سرعت باد,4.3,km/h
2026-03-06 08:29:27,فشار هوا,92,kPa
2026-03-06 08:29:27,تابش خورشیدی,135,W/m2
2026-03-06 08:29:27,رطوبت,79,%
2026-03-06 08:29:27,دما,6.8,°C
2026-03-06 08:29:27,جهت باد,336.4,degree
2026-03-06 08:29:27,باران,282.6,mm
2026-03-06 08:29:27,سرعت باد,3.7,km/h
2026-03-06 08:19:26,سرعت باد,4.8,km/h
2026-03-06 08:19:26,دما,6.7,°C
2026-03-06 08:19:26,جهت باد,10.6,degree
2026-03-06 08:19:26,باران,282.6,mm
2026-03-06 08:19:26,تابش خورشیدی,126,W/m2
2026-03-06 08:19:26,فشار هوا,92,kPa
2026-03-06 08:19:26,رطوبت,80,%
2026-03-06 08:09:28,رطوبت,81.1,%
2026-03-06 08:09:28,تابش خورشیدی,82,W/m2
2026-03-06 08:09:28,باران,282.6,mm
2026-03-06 08:09:28,فشار هوا,92,kPa
2026-03-06 08:09:28,سرعت باد,2.6,km/h
2026-03-06 08:09:28,جهت باد,27.7,degree
2026-03-06 08:09:28,دما,6.4,°C
2026-03-06 07:59:24,رطوبت,82.3,%
2026-03-06 07:59:24,تابش خورشیدی,68,W/m2
2026-03-06 07:59:24,باران,282.6,mm
2026-03-06 07:59:24,فشار هوا,92.1,kPa
2026-03-06 07:59:24,جهت باد,318.9,degree
2026-03-06 07:59:24,سرعت باد,4.4,km/h
2026-03-06 07:59:24,دما,6.2,°C
2026-03-06 07:49:23,جهت باد,331.2,degree
2026-03-06 07:49:23,دما,6.2,°C
2026-03-06 07:49:23,باران,282.6,mm
2026-03-06 07:49:23,سرعت باد,3.8,km/h
2026-03-06 07:49:23,فشار هوا,92.1,kPa
2026-03-06 07:49:23,تابش خورشیدی,53,W/m2
2026-03-06 07:49:23,رطوبت,82.9,%
2026-03-06 07:39:22,سرعت باد,7.8,km/h
2026-03-06 07:39:22,جهت باد,323.8,degree
2026-03-06 07:39:22,فشار هوا,92.1,kPa
2026-03-06 07:39:22,رطوبت,83.4,%
2026-03-06 07:39:22,دما,6,°C
2026-03-06 07:39:22,باران,282.6,mm
2026-03-06 07:39:22,تابش خورشیدی,44,W/m2
2026-03-06 07:29:21,تابش خورشیدی,34,W/m2
2026-03-06 07:29:21,رطوبت,82.9,%
2026-03-06 07:29:21,فشار هوا,92.1,kPa
2026-03-06 07:29:21,باران,282.6,mm
2026-03-06 07:29:21,دما,6,°C
2026-03-06 07:29:21,سرعت باد,5,km/h
2026-03-06 07:29:21,جهت باد,327.7,degree
2026-03-06 07:19:20,سرعت باد,2.6,km/h
2026-03-06 07:19:20,تابش خورشیدی,32,W/m2
2026-03-06 07:19:20,جهت باد,349,degree
2026-03-06 07:19:20,دما,5.9,°C
2026-03-06 07:19:20,باران,282.6,mm
2026-03-06 07:19:20,رطوبت,82.9,%
2026-03-06 07:19:20,فشار هوا,92,kPa
2026-03-06 07:09:19,جهت باد,62.1,degree
2026-03-06 07:09:19,تابش خورشیدی,28,W/m2
2026-03-06 07:09:19,سرعت باد,1.4,km/h
2026-03-06 07:09:19,باران,282.6,mm
2026-03-06 07:09:19,دما,5.8,°C
2026-03-06 07:09:19,رطوبت,82.9,%
2026-03-06 07:09:19,فشار هوا,92,kPa
2026-03-06 06:59:18,جهت باد,37.2,degree
2026-03-06 06:59:18,رطوبت,82.2,%
2026-03-06 06:59:18,باران,282.6,mm
2026-03-06 06:59:18,دما,5.7,°C
2026-03-06 06:59:18,فشار هوا,92,kPa
2026-03-06 06:59:18,تابش خورشیدی,19,W/m2
2026-03-06 06:59:18,سرعت باد,0.3,km/h
2026-03-06 06:49:17,باران,282.6,mm
2026-03-06 06:49:17,جهت باد,220.7,degree
2026-03-06 06:49:17,فشار هوا,92,kPa
2026-03-06 06:49:17,تابش خورشیدی,15,W/m2
2026-03-06 06:49:17,سرعت باد,1.3,km/h
2026-03-06 06:49:17,دما,5.6,°C
2026-03-06 06:49:17,رطوبت,82.7,%
2026-03-06 06:39:16,جهت باد,235.6,degree
2026-03-06 06:39:16,فشار هوا,92,kPa
2026-03-06 06:39:16,رطوبت,83.5,%
2026-03-06 06:39:16,تابش خورشیدی,12,W/m2
2026-03-06 06:39:16,باران,282.6,mm
2026-03-06 06:39:16,دما,5.5,°C
2026-03-06 06:39:16,سرعت باد,3.4,km/h
2026-03-06 06:29:15,باران,282.6,mm
2026-03-06 06:29:15,فشار هوا,92,kPa
2026-03-06 06:29:15,رطوبت,84.3,%
2026-03-06 06:29:15,تابش خورشیدی,11,W/m2
2026-03-06 06:29:15,دما,5.3,°C
2026-03-06 06:29:15,جهت باد,202,degree
2026-03-06 06:29:15,سرعت باد,3.5,km/h
2026-03-06 06:19:14,فشار هوا,92,kPa
2026-03-06 06:19:14,رطوبت,85.7,%
2026-03-06 06:19:14,سرعت باد,1.9,km/h
2026-03-06 06:19:14,باران,282.6,mm
2026-03-06 06:19:14,دما,5.2,°C
2026-03-06 06:19:14,جهت باد,205.4,degree
2026-03-06 06:19:14,تابش خورشیدی,7,W/m2
2026-03-06 06:09:13,سرعت باد,1.4,km/h
2026-03-06 06:09:13,رطوبت,86.6,%
2026-03-06 06:09:13,دما,5.2,°C
2026-03-06 06:09:13,جهت باد,249.3,degree
2026-03-06 06:09:13,تابش خورشیدی,3,W/m2
2026-03-06 06:09:13,باران,282.6,mm
2026-03-06 06:09:13,فشار هوا,92,kPa
2026-03-06 05:59:12,تابش خورشیدی,1,W/m2
2026-03-06 05:59:12,رطوبت,86.7,%
2026-03-06 05:59:12,فشار هوا,92,kPa
2026-03-06 05:59:12,سرعت باد,1.9,km/h
2026-03-06 05:59:12,دما,5,°C
2026-03-06 05:59:12,جهت باد,210.2,degree
2026-03-06 05:59:12,باران,282.6,mm
2026-03-06 05:49:11,باران,282.6,mm
2026-03-06 05:49:11,دما,5,°C
2026-03-06 05:49:11,جهت باد,304.2,degree
2026-03-06 05:49:11,تابش خورشیدی,0,W/m2
2026-03-06 05:49:11,رطوبت,86.8,%
2026-03-06 05:49:11,فشار هوا,91.9,kPa
2026-03-06 05:49:11,سرعت باد,2.2,km/h
2026-03-06 05:39:10,فشار هوا,91.9,kPa
2026-03-06 05:39:10,باران,282.6,mm
2026-03-06 05:39:10,دما,5,°C
2026-03-06 05:39:10,تابش خورشیدی,0,W/m2
2026-03-06 05:39:10,سرعت باد,1.3,km/h
2026-03-06 05:39:10,جهت باد,280.8,degree
2026-03-06 05:39:10,رطوبت,86.2,%
2026-03-06 05:29:09,سرعت باد,1.3,km/h
2026-03-06 05:29:09,رطوبت,85.3,%
2026-03-06 05:29:09,باران,282.6,mm
2026-03-06 05:29:09,دما,5.1,°C
2026-03-06 05:29:09,فشار هوا,91.9,kPa
2026-03-06 05:29:09,جهت باد,295.9,degree
2026-03-06 05:29:09,تابش خورشیدی,0,W/m2
2026-03-06 05:19:08,باران,282.6,mm
2026-03-06 05:19:08,دما,5.1,°C
2026-03-06 05:19:08,فشار هوا,91.9,kPa
2026-03-06 05:19:08,تابش خورشیدی,0,W/m2
2026-03-06 05:19:08,سرعت باد,0,km/h
2026-03-06 05:19:08,رطوبت,84.5,%
2026-03-06 05:19:08,جهت باد,12,degree
2026-03-06 05:09:07,سرعت باد,0.9,km/h
2026-03-06 05:09:07,تابش خورشیدی,0,W/m2
2026-03-06 05:09:07,باران,282.6,mm
2026-03-06 05:09:07,جهت باد,8.5,degree
2026-03-06 05:09:07,دما,5.3,°C
2026-03-06 05:09:07,رطوبت,84.2,%
2026-03-06 05:09:07,فشار هوا,91.9,kPa
2026-03-06 04:59:06,سرعت باد,1.1,km/h
2026-03-06 04:59:06,فشار هوا,92,kPa
2026-03-06 04:59:06,تابش خورشیدی,0,W/m2
2026-03-06 04:59:06,باران,282.6,mm
2026-03-06 04:59:06,رطوبت,84,%
2026-03-06 04:59:06,دما,5.4,°C
2026-03-06 04:59:06,جهت باد,53.2,degree
2026-03-06 04:49:06,رطوبت,84.2,%
2026-03-06 04:49:06,باران,282.6,mm
2026-03-06 04:49:06,دما,5.3,°C
2026-03-06 04:49:06,سرعت باد,1.5,km/h
2026-03-06 04:49:06,جهت باد,85.9,degree
2026-03-06 04:49:06,فشار هوا,92,kPa
2026-03-06 04:49:06,تابش خورشیدی,0,W/m2
2026-03-06 04:39:04,فشار هوا,92,kPa
2026-03-06 04:39:04,دما,5.2,°C
2026-03-06 04:39:04,تابش خورشیدی,0,W/m2
2026-03-06 04:39:04,رطوبت,84.5,%
2026-03-06 04:39:04,باران,282.6,mm
2026-03-06 04:39:04,جهت باد,65.5,degree
2026-03-06 04:39:04,سرعت باد,2.5,km/h
2026-03-06 04:29:03,جهت باد,36.9,degree
2026-03-06 04:29:03,باران,282.6,mm
2026-03-06 04:29:03,تابش خورشیدی,0,W/m2
2026-03-06 04:29:03,سرعت باد,4.2,km/h
2026-03-06 04:29:03,فشار هوا,91.9,kPa
2026-03-06 04:29:03,دما,5.2,°C
2026-03-06 04:29:03,رطوبت,85,%
2026-03-06 04:19:02,تابش خورشیدی,0,W/m2
2026-03-06 04:19:02,رطوبت,85.4,%
2026-03-06 04:19:02,جهت باد,46.2,degree
2026-03-06 04:19:02,سرعت باد,3.6,km/h
2026-03-06 04:19:02,دما,5.1,°C
2026-03-06 04:19:02,فشار هوا,92,kPa
2026-03-06 04:19:02,باران,282.6,mm
2026-03-06 04:09:01,تابش خورشیدی,0,W/m2
2026-03-06 04:09:01,رطوبت,85.8,%
2026-03-06 04:09:01,دما,5,°C
2026-03-06 04:09:01,سرعت باد,1.2,km/h
2026-03-06 04:09:01,جهت باد,7.5,degree
2026-03-06 04:09:01,فشار هوا,92,kPa
2026-03-06 04:09:01,باران,282.6,mm
2026-03-06 03:59:00,دما,5.1,°C
2026-03-06 03:59:00,فشار هوا,92,kPa
2026-03-06 03:59:00,تابش خورشیدی,0,W/m2
2026-03-06 03:59:00,رطوبت,86,%
2026-03-06 03:59:00,جهت باد,47,degree
2026-03-06 03:59:00,باران,282.6,mm
2026-03-06 03:59:00,سرعت باد,3.5,km/h
2026-03-06 03:48:59,رطوبت,85.5,%
2026-03-06 03:48:59,باران,282.6,mm
2026-03-06 03:48:59,فشار هوا,92,kPa
2026-03-06 03:48:59,دما,5.3,°C
2026-03-06 03:48:59,سرعت باد,4.9,km/h
2026-03-06 03:48:59,جهت باد,41.1,degree
2026-03-06 03:48:59,تابش خورشیدی,0,W/m2
2026-03-06 03:38:58,رطوبت,82.8,%
2026-03-06 03:38:58,سرعت باد,4.7,km/h
2026-03-06 03:38:58,دما,5.6,°C
2026-03-06 03:38:58,جهت باد,33.3,degree
2026-03-06 03:38:58,فشار هوا,92,kPa
2026-03-06 03:38:58,باران,282.6,mm
2026-03-06 03:38:58,تابش خورشیدی,0,W/m2
2026-03-06 03:28:57,سرعت باد,1.3,km/h
2026-03-06 03:28:57,رطوبت,83,%
2026-03-06 03:28:57,باران,282.6,mm
2026-03-06 03:28:57,جهت باد,355.6,degree
2026-03-06 03:28:57,فشار هوا,92,kPa
2026-03-06 03:28:57,تابش خورشیدی,0,W/m2
2026-03-06 03:28:57,دما,5.7,°C
2026-03-06 03:18:56,باران,282.6,mm
2026-03-06 03:18:56,سرعت باد,3.5,km/h
2026-03-06 03:18:56,رطوبت,83.3,%
2026-03-06 03:18:56,فشار هوا,92,kPa
2026-03-06 03:18:56,جهت باد,321.7,degree
2026-03-06 03:18:56,تابش خورشیدی,0,W/m2
2026-03-06 03:18:56,دما,5.8,°C
2026-03-06 03:08:55,رطوبت,84,%
2026-03-06 03:08:55,تابش خورشیدی,0,W/m2
2026-03-06 03:08:55,جهت باد,313.8,degree
2026-03-06 03:08:55,دما,5.7,°C
2026-03-06 03:08:55,فشار هوا,92,kPa
2026-03-06 03:08:55,باران,282.6,mm
2026-03-06 03:08:55,سرعت باد,1.9,km/h
2026-03-06 02:58:54,باران,282.6,mm
2026-03-06 02:58:54,دما,5.6,°C
2026-03-06 02:58:54,سرعت باد,2.6,km/h
2026-03-06 02:58:54,رطوبت,84.3,%
2026-03-06 02:58:54,فشار هوا,92,kPa
2026-03-06 02:58:54,جهت باد,306.5,degree
2026-03-06 02:58:54,تابش خورشیدی,0,W/m2
2026-03-06 02:48:53,دما,5.7,°C
2026-03-06 02:48:53,جهت باد,291.6,degree
2026-03-06 02:48:53,تابش خورشیدی,0,W/m2
2026-03-06 02:48:53,فشار هوا,92,kPa
2026-03-06 02:48:53,سرعت باد,1,km/h
2026-03-06 02:48:53,رطوبت,84.5,%
2026-03-06 02:48:53,باران,282.6,mm
2026-03-06 02:38:52,رطوبت,85.2,%
2026-03-06 02:38:52,باران,282.6,mm
2026-03-06 02:38:52,سرعت باد,0.9,km/h
2026-03-06 02:38:52,جهت باد,296.1,degree
2026-03-06 02:38:52,تابش خورشیدی,0,W/m2
2026-03-06 02:38:52,دما,5.6,°C
2026-03-06 02:38:52,فشار هوا,92,kPa
2026-03-06 02:28:51,سرعت باد,0.8,km/h
2026-03-06 02:28:51,دما,5.6,°C
2026-03-06 02:28:51,باران,282.6,mm
2026-03-06 02:28:51,فشار هوا,92,kPa
2026-03-06 02:28:51,تابش خورشیدی,0,W/m2
2026-03-06 02:28:51,رطوبت,85,%
2026-03-06 02:28:51,جهت باد,284.8,degree
2026-03-06 02:18:40,دما,5.6,°C
2026-03-06 02:18:40,سرعت باد,1.4,km/h
2026-03-06 02:18:40,تابش خورشیدی,0,W/m2
2026-03-06 02:18:40,باران,282.6,mm
2026-03-06 02:18:40,جهت باد,314,degree
2026-03-06 02:18:40,رطوبت,84.1,%
2026-03-06 02:18:40,فشار هوا,92,kPa
2026-03-06 02:08:39,دما,5.7,°C
2026-03-06 02:08:39,رطوبت,83.7,%
2026-03-06 02:08:39,سرعت باد,1.7,km/h
2026-03-06 02:08:39,تابش خورشیدی,0,W/m2
2026-03-06 02:08:39,باران,282.6,mm
2026-03-06 02:08:39,جهت باد,300.9,degree
2026-03-06 02:08:39,فشار هوا,92,kPa
2026-03-06 01:58:38,تابش خورشیدی,0,W/m2
2026-03-06 01:58:38,رطوبت,83.8,%
2026-03-06 01:58:38,دما,5.7,°C
2026-03-06 01:58:38,فشار هوا,92,kPa
2026-03-06 01:58:38,جهت باد,265.1,degree
2026-03-06 01:58:38,باران,282.6,mm
2026-03-06 01:58:38,سرعت باد,0.8,km/h
2026-03-06 01:48:37,سرعت باد,1.4,km/h
2026-03-06 01:48:37,رطوبت,84.7,%
2026-03-06 01:48:37,باران,282.6,mm
2026-03-06 01:48:37,تابش خورشیدی,0,W/m2
2026-03-06 01:48:37,جهت باد,215.5,degree
2026-03-06 01:48:37,فشار هوا,92,kPa
2026-03-06 01:48:37,دما,5.6,°C
2026-03-06 01:38:36,رطوبت,85.1,%
2026-03-06 01:38:36,دما,5.5,°C
2026-03-06 01:38:36,باران,282.6,mm
2026-03-06 01:38:36,تابش خورشیدی,0,W/m2
2026-03-06 01:38:36,جهت باد,219.7,degree
2026-03-06 01:38:36,سرعت باد,1.6,km/h
2026-03-06 01:38:36,فشار هوا,92,kPa
2026-03-06 01:28:35,سرعت باد,0.5,km/h
2026-03-06 01:28:35,فشار هوا,92,kPa
2026-03-06 01:28:35,جهت باد,281,degree
2026-03-06 01:28:35,رطوبت,85.5,%
2026-03-06 01:28:35,باران,282.6,mm
2026-03-06 01:28:35,تابش خورشیدی,0,W/m2
2026-03-06 01:28:35,دما,5.5,°C
2026-03-06 01:18:34,فشار هوا,92,kPa
2026-03-06 01:18:34,رطوبت,85.5,%
2026-03-06 01:18:34,باران,282.6,mm
2026-03-06 01:18:34,سرعت باد,1.2,km/h
2026-03-06 01:18:34,دما,5.4,°C
2026-03-06 01:18:34,تابش خورشیدی,0,W/m2
2026-03-06 01:18:34,جهت باد,267.7,degree
2026-03-06 01:08:33,تابش خورشیدی,0,W/m2
2026-03-06 01:08:33,فشار هوا,92,kPa
2026-03-06 01:08:33,رطوبت,85.4,%
2026-03-06 01:08:33,باران,282.6,mm
2026-03-06 01:08:33,دما,5.1,°C
2026-03-06 01:08:33,سرعت باد,3.5,km/h
2026-03-06 01:08:33,جهت باد,239.4,degree
2026-03-06 00:58:32,سرعت باد,2.9,km/h
2026-03-06 00:58:32,فشار هوا,92.1,kPa
2026-03-06 00:58:32,باران,282.6,mm
2026-03-06 00:58:32,تابش خورشیدی,0,W/m2
2026-03-06 00:58:32,رطوبت,85.6,%
2026-03-06 00:58:32,دما,5.1,°C
2026-03-06 00:58:32,جهت باد,223.9,degree
2026-03-06 00:48:31,دما,5,°C
2026-03-06 00:48:31,فشار هوا,92.1,kPa
2026-03-06 00:48:31,سرعت باد,2.4,km/h
2026-03-06 00:48:31,تابش خورشیدی,0,W/m2
2026-03-06 00:48:31,رطوبت,86.1,%
2026-03-06 00:48:31,باران,282.6,mm
2026-03-06 00:48:31,جهت باد,215.9,degree
2026-03-06 00:38:30,رطوبت,86.5,%
2026-03-06 00:38:30,فشار هوا,92.1,kPa
2026-03-06 00:38:30,دما,4.9,°C
2026-03-06 00:38:30,سرعت باد,3.1,km/h
2026-03-06 00:38:30,جهت باد,223.5,degree
2026-03-06 00:38:30,باران,282.6,mm
2026-03-06 00:38:30,تابش خورشیدی,0,W/m2
2026-03-06 00:28:30,جهت باد,242.8,degree
2026-03-06 00:28:30,دما,4.7,°C
2026-03-06 00:28:30,فشار هوا,92.1,kPa
2026-03-06 00:28:30,باران,282.6,mm
2026-03-06 00:28:30,سرعت باد,2.8,km/h
2026-03-06 00:28:30,تابش خورشیدی,0,W/m2
2026-03-06 00:28:30,رطوبت,86.7,%
2026-03-06 00:18:28,تابش خورشیدی,0,W/m2
2026-03-06 00:18:28,جهت باد,233.5,degree
2026-03-06 00:18:28,دما,4.5,°C
2026-03-06 00:18:28,باران,282.6,mm
2026-03-06 00:18:28,سرعت باد,6.1,km/h
2026-03-06 00:18:28,رطوبت,87.1,%
2026-03-06 00:18:28,فشار هوا,92.1,kPa
2026-03-06 00:08:27,فشار هوا,92.1,kPa
2026-03-06 00:08:27,تابش خورشیدی,0,W/m2
2026-03-06 00:08:27,رطوبت,87.3,%
2026-03-06 00:08:27,جهت باد,236,degree
2026-03-06 00:08:27,دما,4.2,°C
2026-03-06 00:08:27,باران,282.6,mm
2026-03-06 00:08:27,سرعت باد,2.3,km/h
2026-03-05 23:58:26,باران,282.6,mm
2026-03-05 23:58:26,رطوبت,87.4,%
2026-03-05 23:58:26,دما,4,°C
2026-03-05 23:58:26,تابش خورشیدی,0,W/m2
2026-03-05 23:58:26,جهت باد,247,degree
2026-03-05 23:58:26,فشار هوا,92.1,kPa
2026-03-05 23:58:26,سرعت باد,3,km/h
2026-03-05 23:48:25,رطوبت,87.1,%
2026-03-05 23:48:25,سرعت باد,2.8,km/h
2026-03-05 23:48:25,فشار هوا,92.1,kPa
2026-03-05 23:48:25,باران,282.6,mm
2026-03-05 23:48:25,دما,3.7,°C
2026-03-05 23:48:25,تابش خورشیدی,0,W/m2
2026-03-05 23:48:25,جهت باد,247.3,degree
2026-03-05 23:38:24,رطوبت,86.7,%
2026-03-05 23:38:24,سرعت باد,2.3,km/h
2026-03-05 23:38:24,جهت باد,216.2,degree
2026-03-05 23:38:24,فشار هوا,92.1,kPa
2026-03-05 23:38:24,باران,282.6,mm
2026-03-05 23:38:24,تابش خورشیدی,0,W/m2
2026-03-05 23:38:24,دما,3.5,°C
2026-03-05 23:28:22,تابش خورشیدی,0,W/m2
2026-03-05 23:28:22,رطوبت,86.8,%
2026-03-05 23:28:22,فشار هوا,92.1,kPa
2026-03-05 23:28:22,سرعت باد,4.1,km/h
2026-03-05 23:28:22,جهت باد,239.8,degree
2026-03-05 23:28:22,دما,3.7,°C
2026-03-05 23:28:22,باران,282.6,mm
2026-03-05 23:18:21,رطوبت,87.3,%
2026-03-05 23:18:21,باران,282.6,mm
2026-03-05 23:18:21,دما,3.4,°C
2026-03-05 23:18:21,سرعت باد,3.6,km/h
2026-03-05 23:18:21,جهت باد,237.7,degree
2026-03-05 23:18:21,تابش خورشیدی,0,W/m2
2026-03-05 23:18:21,فشار هوا,92.1,kPa
2026-03-05 23:08:20,تابش خورشیدی,0,W/m2
2026-03-05 23:08:20,جهت باد,237.4,degree
2026-03-05 23:08:20,دما,3.4,°C
2026-03-05 23:08:20,رطوبت,86.6,%
2026-03-05 23:08:20,باران,282.6,mm
2026-03-05 23:08:20,فشار هوا,92.1,kPa
2026-03-05 23:08:20,سرعت باد,3,km/h
2026-03-05 22:58:19,باران,282.6,mm
2026-03-05 22:58:19,سرعت باد,4.7,km/h
2026-03-05 22:58:19,فشار هوا,92.1,kPa
2026-03-05 22:58:19,دما,3.4,°C
2026-03-05 22:58:19,تابش خورشیدی,0,W/m2
2026-03-05 22:58:19,رطوبت,86.1,%
2026-03-05 22:58:19,جهت باد,269.1,degree
2026-03-05 22:48:18,تابش خورشیدی,0,W/m2
2026-03-05 22:48:18,جهت باد,241.2,degree
2026-03-05 22:48:18,باران,282.6,mm
2026-03-05 22:48:18,سرعت باد,3,km/h
2026-03-05 22:48:18,رطوبت,85.7,%
2026-03-05 22:48:18,فشار هوا,92.1,kPa
2026-03-05 22:48:18,دما,3.7,°C
2026-03-05 22:38:17,دما,3.8,°C
2026-03-05 22:38:17,جهت باد,236.8,degree
2026-03-05 22:38:17,رطوبت,85.3,%
2026-03-05 22:38:17,سرعت باد,2.7,km/h
2026-03-05 22:38:17,فشار هوا,92.2,kPa
2026-03-05 22:38:17,باران,282.6,mm
2026-03-05 22:38:17,تابش خورشیدی,0,W/m2
2026-03-05 22:28:16,جهت باد,251,degree
2026-03-05 22:28:16,باران,282.6,mm
2026-03-05 22:28:16,دما,3.9,°C
2026-03-05 22:28:16,سرعت باد,4.5,km/h
2026-03-05 22:28:16,فشار هوا,92.2,kPa
2026-03-05 22:28:16,رطوبت,84.9,%
2026-03-05 22:28:16,تابش خورشیدی,0,W/m2
2026-03-05 22:18:15,جهت باد,245.5,degree
